Java HotSpot(TM) 64-Bit Server VM (25.162-b12) for windows-amd64 JRE (1.8.0_162-b12), built on Dec 19 2017 20:00:03 by "java_re" with MS VC++ 10.0 (VS2010)
Memory: 4k page, physical 16452116k(7083948k free), swap 24316436k(9325880k free)
CommandLine flags: -XX:InitialHeapSize=268435456 -XX:MaxHeapSize=268435456 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:-UseLargePagesIndividualAllocation -XX:+UseParallelGC 
2021-05-16T18:10:34.956+0800: 1.125: [Full GC (Ergonomics) [PSYoungGen: 29679K->28743K(58368K)] [ParOldGen: 174639K->174639K(175104K)] 204318K->203382K(233472K), [Metaspace: 2810K->2810K(1056768K)], 0.0030023 secs] [Times: user=0.00 sys=0.00, real=0.00 secs] 
2021-05-16T18:10:34.959+0800: 1.128: [Full GC (Ergonomics) [PSYoungGen: 29653K->28707K(58368K)] [ParOldGen: 174639K->175020K(175104K)] 204292K->203728K(233472K), [Metaspace: 2810K->2810K(1056768K)], 0.0335455 secs] [Times: user=0.13 sys=0.00, real=0.03 secs] 
Heap
 PSYoungGen      total 58368K, used 29696K [0x00000000fab00000, 0x0000000100000000, 0x0000000100000000)
  eden space 29696K, 100% used [0x00000000fab00000,0x00000000fc800000,0x00000000fc800000)
  from space 28672K, 0% used [0x00000000fe400000,0x00000000fe400000,0x0000000100000000)
  to   space 28672K, 0% used [0x00000000fc800000,0x00000000fc800000,0x00000000fe400000)
 ParOldGen       total 175104K, used 175020K [0x00000000f0000000, 0x00000000fab00000, 0x00000000fab00000)
  object space 175104K, 99% used [0x00000000f0000000,0x00000000faaeb3f0,0x00000000fab00000)
 Metaspace       used 2816K, capacity 4486K, committed 4864K, reserved 1056768K
  class space    used 304K, capacity 386K, committed 512K, reserved 1048576K
